Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes
006UY00000Oq8EzYAJ,Samsara,Samsara - Fleet Security,Alex Mark,Operational Process,Other,Low,TRUE,"Opp's own details 'Security, monitoring and alerting' describe a generic operational monitoring/alerting function, not a deploy/provision (Infra) or ticket-routing (Support) workflow. No doc covers this work...",,Doesn't cleanly fit any above; needs a free-text description.,"details 'Security, monitoring and alerting'; legacy Use_case__c='Operational Process'; account doc 'Use Case - Opportunity Summary - Samsara' cover...",2,26400,,"Samsara = IoT connected-operations/fleet platform. Workload = generic 'Security, monitoring and alerting'; not deploy/provis…"

006UY000003TaPlYAK,Macquarie Group,Macquarie Group - Loan Origination (workload),Chris Marshment,Business Transactions,Financial Services & Lending,High,FALSE,Both the opp Name ('Loan Origination') and Use_Case_Details__c ('Loan origination') unambiguously describe a lending/loan-origination workflow — a regulated financial product workflow beyond payments. Legacy...,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,details 'Loan origination' + Name 'Macquarie Group - Loan Origination (workload)',1,24999.96,,

006UY000006LkpBYAS,ZoomInfo,Zoominfo - Copilot Opp,Andrea Siegel,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,Doc: CoPilot = LLM-generated account briefs combining ZoomInfo + CRM data on a monthly sync — a generation/in...,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Doc ""Zoominfo CoPilot"": ""AI-generated (LLM) account briefs combining Zoominfo...",2,24000,,

006UY000000nDU0YAM,ANZ New Zealand Bank Limited,ANZ NZ - Term deposit origination (workload),Chris Marshment,Business processes,Financial Services & Lending,High,FALSE,"Opp Name and details center on term deposit origination at a bank, driven by a regulatory requirement to offload the mainframe and orchestrate the core-banking deposit workflow. Term deposit origination is a...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Name: 'Term deposit origination (workload)'; details: 'regulatory requirement to being migrating off the mainframe ... Workflow processing and Tran...,2,24000,,

006UY000005J2BLYA0,Snap,Snap - Platform Falcon (OSS Migration),Conrad Vogel,Business processes,Infrastructure Automation & CI/CD,Medium,TRUE,"OSS-migration deal. Details: workflows that analyze performance device runs and produce analysis decisions = part of dev/test/perf-engineering tooling. Best fits operating software/test infra; thin, not in d...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?",details 'Workflows that analyze performance device runs and produce analysis decisions.'; Name 'Platform Falcon (OSS Migration)'; Doc null.,1,24000,,Details: 'workflows that analyze performance device runs and produce analysis decisions' = perf/test-engineering tooling (op…

006UY000005KiwTYAS,Snap,Snap - Grouping - Short Running <20 APS (OSS Migration),Conrad Vogel,Business processes,Other,Low,TRUE,"OSS-migration capacity-grouping line item. Details ('Short running, low volume, <20 APS') are throughput sizing only, no use-case workflow. No litmus cleanly fits; no doc.",,Doesn't cleanly fit any above; needs a free-text description.,"details 'Short running, low volume, <20 APS'; Name 'Grouping - Short Running <20 APS (OSS Migration)'; Doc null.",1,24000,,"Capacity/throughput-sizing line item ('Short running <20 APS'), no workload, no doc. Why stuck: sizing bucket, not a use cas…"

006UY00000B0pH8YAJ,Samsara,Samsara - Connected Workflows/Forms,Alex Mark,Business processes,Other,Medium,TRUE,Opp name + details (Samsara Connected Forms product URL) + the account doc all point to 'Connected Forms - Workflows that are configurable and customer facing' - a configurable business-process/forms orchest...,,Doesn't cleanly fit any above; needs a free-text description.,Doc 'Use Case - Opportunity Summary - Samsara': 'Connected Forms - Workflows that are configurable and customer facing'; details = samsara.com/prod...,2,24000,,Samsara = IoT fleet ops. Re-fetched doc confirms 'Connected Forms - configurable customer-facing workflows' = generic forms/…

006UY00000CQSTBYA5,Zillow Group,Zillow - Expand - Leads Platform,Alex Mark,Business processes,Other,Medium,TRUE,"Leads Platform orchestrates lead processing: leads ingested from web portals, quality-checked, routed with business logic, and tracked for 100% lead-status guarantees. This is a domain-specific lead-lifecycl...",,Doesn't cleanly fit any above; needs a free-text description.,details 'new service to provide better visibility into leads'; Doc 'Zillow - ... Connections Platform - Leads': 'Leads Pipeline - All leads ... qua...,3,24000,,"Real-estate marketplace. Lead-lifecycle workflow (ingest/quality-check/route leads); domain workflow, no clean vertical fit.…"

006UY00000G3YiJYAV,Razorpay,Razorpay workload,Ayush Asthana,Payment Gateway,Payment Processing & Settlement,High,FALSE,"Razorpay is a payments company; both legacy Use_case__c and Details say 'payment gateway'. The Payment Processing litmus explicitly includes payment gateway integrations, so this is a single-litmus match wit...",,"Is the primary outcome ""money moves correctly"" (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",details: 'payment gateway'; legacy Use_case__c: 'Payment Gateway'; account = Razorpay (payments),1,24000,,

006UY00000Oa5xqYAB,Indeed,Indeed - Employer Job Platform (EJP),Collin Cook,Workflows,Other,Low,TRUE,"Details 'Employer automation when candidates apply' describes generic event-driven workflow automation on the employer job platform — not data movement, payments, orders, infra, comms, or support. Doesn't cl...",,Doesn't cleanly fit any above; needs a free-text description.,details 'Employer automation when candidates apply'; legacy Use_case__c 'Workflows'; no Doc; Gong COMPLETED calls for gkarp@indeed.com are 2023-24 ...,3,24000,,"Indeed job board. Details 'Employer automation when candidates apply' = generic event-driven workflow, no specific litmus sa…"

006UY00000bQIATYA4,Anthropic,Anthropic - Antique: Internal Source Code Management,Alexia Smith,Other,Infrastructure Automation & CI/CD,Medium,TRUE,"Internal software/source-code lifecycle: merging code, choosing builds, event triggers, maintaining merge state. Primary outcome is operating/shipping software (build & merge orchestration) -> CI/CD. Medium because brief and partly reads as a generic event engine, but 'merging code, choosing builds, lifecycle' anchors to the CI/CD litmus.",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Name: 'Antique: Internal Source Code Management'. Details: 'Internal software lifecycle management. Merging code, choosing builds and listens for event triggers and publishes events. Maintaining state for merges.' Other_Detail: 'Software code management and lifecycle'.",1,24000,,

006UY00000XXfMLYA1,Postman Inc,Postman Inc - Collaboration Team,Ayush Asthana,Other,Other,Low,TRUE,"Generic shared namespace explicitly covering 'multiple use cases' (async task scheduling, long-running tasks, retries) for the Postman workspaces team. No single dominant workload to anchor on; classic configurable-orchestration catch-all. Gong calls all CANCELLED/ABORTED — no transcript signal.",,Doesn't cleanly fit any above; needs a free-text description.,"Use_Case_Details: 'multiple use cases in this namespace...scheduling async tasks, or long running tasks, or tasks for which we need retries'. Gong: only CANCELLED/ABORTED calls.",3,24000,,

006UY00000YRteLYAT,Monk,Monk - Real-Time Syncs,Jesse Malik,Other,Data Pipelines & ETL,High,FALSE,"Opp Name + details ('Real-Time Syncs (e.g., Stripe Webhooks)', '~250K/day') anchor to doc Workload 'Real-Time Syncs': event-driven syncs moving data between Monk's platform and customer ERPs (QuickBooks, NetSuite, Salesforce). Primary outcome is moving/transforming data between systems. AE-tagged Data Pipelines & ETL.",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Doc Workload 'Real-Time Syncs': 'Event-driven syncs between Monk's platform and customer ERPs (QuickBooks, NetSuite, Salesforce...)'; AE Use Case Type = 'Data Pipelines & ETL'. Matches opp Name/details.",2,24000,,

006UY00000NbQ6LYAV,Keebler Health,Keebler Health document processing workflow,Jesse Malik,Workflows,AI - Processing Pipelines,High,FALSE,"Fixed healthcare document-processing pipeline: pull docs, run OCR (AWS Textract), extract entities (patients/doctors/encounters), apply AI models to derive diagnoses, then verify/persist. Classic doc-process...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",details: 'orchestrate complex document processing workflows ... Running OCR (e.g.,1,24000,,

006UY00000WGrxBYAT,Block,Square - Block - Secret Tunnel,Andrew Eidenshink,"Identity Verification / ""Know Your Customer""",Customer Onboarding & Identity Verification,Low,TRUE,"Thin placeholder details ('NS mapping - will reach out to team') give no real workload signal; name 'Secret Tunnel' suggests infra/networking, conflicting with the legacy KYC value. No Gong calls near the Fe...",,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"details: 'NS mapping - will reach out to team' (placeholder, no signal); legacy Use_case__c='Identity Verification / ""Know Your Customer""'; Gong: n...",3,23487.48,,Block/Square fintech. Stuck: details are placeholder ('NS mapping - will reach out'); name 'Secret Tunnel'=infra/networking …

006UY00000DLKAkYAP,Unbabel,Unbabel- Translation Service-workload,Ryan Timberlake,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,"Core product = translations powered by AI + human editors, run as defined pipelines with ~5-6 steps per workflow. The deal replaces their in-house workflow executor for this translation pipeline. Text run th...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","details 'main product serves translations powered by both AI and human editors ... solely replacing their executor'; Doc ""Unbabel Use Case & Meetin...",2,23400,,

006UY000005f0h7YAA,Xero,Xero - Document Processing Modernisation,Chris Marshment,Business processes,Other,Medium,TRUE,"Accounting-software document processing (invoices, end-of-year bank/bill reconciliation) with human-in-the-loop approvals and long-running processes. No AI/LLM mentioned, so not AI - Processing Pipelines. It...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc ""Use Case - Xero Document Processing"": details ""document processing e.g. invoice, end of year reconciliation between bank statement and bills, ...",2,22800,,"Accounting SaaS. Doc: document processing (invoices, EOY bank/bill reconciliation) w/ human approvals + long-running; NO AI.…"
